GEOID,NAME,state_name,race_total,white_non_hispanic,black_alone,asian_alone,hispanic_latino
34029714200,Census Tract 7142; Ocean County; New Jersey,New Jersey,7050,5562,295,94,859
34029714300,Census Tract 7143; Ocean County; New Jersey,New Jersey,3378,2851,87,0,293
34029715001,Census Tract 7150.01; Ocean County; New Jersey,New Jersey,10668,6180,672,113,3598
34029715002,Census Tract 7150.02; Ocean County; New Jersey,New Jersey,4368,3090,128,0,1009
34029715201,Census Tract 7152.01; Ocean County; New Jersey,New Jersey,10959,10369,0,0,540
34029715202,Census Tract 7152.02; Ocean County; New Jersey,New Jersey,5511,3166,185,141,1750
34029715301,Census Tract 7153.01; Ocean County; New Jersey,New Jersey,9139,7809,33,76,1214
34029715303,Census Tract 7153.03; Ocean County; New Jersey,New Jersey,4070,4003,0,0,58
34029715304,Census Tract 7153.04; Ocean County; New Jersey,New Jersey,5084,4541,75,0,462
34029715401,Census Tract 7154.01; Ocean County; New Jersey,New Jersey,5534,5370,48,0,74
34029715403,Census Tract 7154.03; Ocean County; New Jersey,New Jersey,3331,3115,21,21,88
34029715404,Census Tract 7154.04; Ocean County; New Jersey,New Jersey,3359,3165,0,127,50
34029715501,Census Tract 7155.01; Ocean County; New Jersey,New Jersey,5041,4601,298,0,131
34029715502,Census Tract 7155.02; Ocean County; New Jersey,New Jersey,8176,8033,0,0,67
34029715503,Census Tract 7155.03; Ocean County; New Jersey,New Jersey,4612,4257,0,0,253
34029715600,Census Tract 7156; Ocean County; New Jersey,New Jersey,10398,9296,363,6,537
34029715701,Census Tract 7157.01; Ocean County; New Jersey,New Jersey,11947,11310,52,0,503
34029715702,Census Tract 7157.02; Ocean County; New Jersey,New Jersey,4004,3700,86,62,154
34029715800,Census Tract 7158; Ocean County; New Jersey,New Jersey,13089,10888,491,1,900
34029715901,Census Tract 7159.01; Ocean County; New Jersey,New Jersey,4066,3221,181,339,300
34029715902,Census Tract 7159.02; Ocean County; New Jersey,New Jersey,5866,3869,354,15,1573
34029716000,Census Tract 7160; Ocean County; New Jersey,New Jersey,4653,4397,17,0,157
34029717001,Census Tract 7170.01; Ocean County; New Jersey,New Jersey,3842,3006,293,119,382
34029717002,Census Tract 7170.02; Ocean County; New Jersey,New Jersey,5187,3787,411,77,634
34029717101,Census Tract 7171.01; Ocean County; New Jersey,New Jersey,8807,6343,496,367,1443
34029717102,Census Tract 7171.02; Ocean County; New Jersey,New Jersey,4769,3542,100,195,720
34029717200,Census Tract 7172; Ocean County; New Jersey,New Jersey,8996,7047,615,445,747
34029717300,Census Tract 7173; Ocean County; New Jersey,New Jersey,5940,4536,161,192,820
34029717400,Census Tract 7174; Ocean County; New Jersey,New Jersey,6076,4445,259,743,596
34029717501,Census Tract 7175.01; Ocean County; New Jersey,New Jersey,7265,5260,271,359,1070
34029717502,Census Tract 7175.02; Ocean County; New Jersey,New Jersey,7787,6710,102,61,914
34029718000,Census Tract 7180; Ocean County; New Jersey,New Jersey,8211,7615,65,0,531
34029720001,Census Tract 7200.01; Ocean County; New Jersey,New Jersey,4303,3822,70,12,228
34029720102,Census Tract 7201.02; Ocean County; New Jersey,New Jersey,4008,3713,78,41,153
34029720104,Census Tract 7201.04; Ocean County; New Jersey,New Jersey,2855,2696,0,71,75
34029720105,Census Tract 7201.05; Ocean County; New Jersey,New Jersey,2801,1949,327,120,405
34029720106,Census Tract 7201.06; Ocean County; New Jersey,New Jersey,2674,2533,23,72,41
34029720107,Census Tract 7201.07; Ocean County; New Jersey,New Jersey,2599,2351,81,32,135
34029720202,Census Tract 7202.02; Ocean County; New Jersey,New Jersey,3787,3245,315,70,105
34029720203,Census Tract 7202.03; Ocean County; New Jersey,New Jersey,4920,3367,254,521,623
34029720204,Census Tract 7202.04; Ocean County; New Jersey,New Jersey,5794,4146,321,14,973
34029720205,Census Tract 7202.05; Ocean County; New Jersey,New Jersey,3886,3349,277,129,117
34029720206,Census Tract 7202.06; Ocean County; New Jersey,New Jersey,5924,5401,221,34,155
34029721000,Census Tract 7210; Ocean County; New Jersey,New Jersey,2653,1806,173,131,481
34029722001,Census Tract 7220.01; Ocean County; New Jersey,New Jersey,4808,4011,139,165,384
34029722003,Census Tract 7220.03; Ocean County; New Jersey,New Jersey,7136,5192,605,90,1127
34029722004,Census Tract 7220.04; Ocean County; New Jersey,New Jersey,3690,2943,81,120,370
34029722100,Census Tract 7221; Ocean County; New Jersey,New Jersey,6820,5928,134,382,244
34029722200,Census Tract 7222; Ocean County; New Jersey,New Jersey,2401,2161,10,24,86
34029722300,Census Tract 7223; Ocean County; New Jersey,New Jersey,3813,3397,66,85,209
34029722401,Census Tract 7224.01; Ocean County; New Jersey,New Jersey,4988,4058,41,53,740
34029722402,Census Tract 7224.02; Ocean County; New Jersey,New Jersey,4436,3744,89,56,465
34029722500,Census Tract 7225; Ocean County; New Jersey,New Jersey,1696,1405,0,0,162
34029722600,Census Tract 7226; Ocean County; New Jersey,New Jersey,2667,2332,3,0,254
34029722701,Census Tract 7227.01; Ocean County; New Jersey,New Jersey,4787,4292,15,151,316
34029722702,Census Tract 7227.02; Ocean County; New Jersey,New Jersey,4415,4023,0,15,299
34029722800,Census Tract 7228; Ocean County; New Jersey,New Jersey,4314,2402,475,697,356
34029722900,Census Tract 7229; Ocean County; New Jersey,New Jersey,5740,3497,454,504,1018
34029723000,Census Tract 7230; Ocean County; New Jersey,New Jersey,6132,3975,800,209,910
34029723100,Census Tract 7231; Ocean County; New Jersey,New Jersey,4083,2953,320,68,693
34029723200,Census Tract 7232; Ocean County; New Jersey,New Jersey,6807,5341,0,68,1178
34029723300,Census Tract 7233; Ocean County; New Jersey,New Jersey,6833,5244,152,158,891
34029723400,Census Tract 7234; Ocean County; New Jersey,New Jersey,3520,3030,0,227,161
34029723500,Census Tract 7235; Ocean County; New Jersey,New Jersey,2722,2154,220,11,282
34029723600,Census Tract 7236; Ocean County; New Jersey,New Jersey,2715,2380,57,115,119
34029724000,Census Tract 7240; Ocean County; New Jersey,New Jersey,3662,1769,567,0,1096
34029725001,Census Tract 7250.01; Ocean County; New Jersey,New Jersey,3070,2807,0,19,188
34029725002,Census Tract 7250.02; Ocean County; New Jersey,New Jersey,5760,4252,525,33,777
34029725100,Census Tract 7251; Ocean County; New Jersey,New Jersey,2103,1603,25,66,363
34029726000,Census Tract 7260; Ocean County; New Jersey,New Jersey,1521,1339,34,2,81
34029727001,Census Tract 7270.01; Ocean County; New Jersey,New Jersey,2036,1932,0,7,41
34029727002,Census Tract 7270.02; Ocean County; New Jersey,New Jersey,1474,1410,0,0,43
34029728001,Census Tract 7280.01; Ocean County; New Jersey,New Jersey,1085,1068,0,0,9
34029728002,Census Tract 7280.02; Ocean County; New Jersey,New Jersey,1356,1231,43,55,9
34029728003,Census Tract 7280.03; Ocean County; New Jersey,New Jersey,1521,1135,1,0,314
34029728004,Census Tract 7280.04; Ocean County; New Jersey,New Jersey,506,468,0,28,10
34029729000,Census Tract 7290; Ocean County; New Jersey,New Jersey,1682,1545,20,0,14
34029730000,Census Tract 7300; Ocean County; New Jersey,New Jersey,2402,2048,49,30,256
34029731001,Census Tract 7310.01; Ocean County; New Jersey,New Jersey,3020,2598,11,91,247
34029731002,Census Tract 7310.02; Ocean County; New Jersey,New Jersey,4248,3545,20,165,518
34029731101,Census Tract 7311.01; Ocean County; New Jersey,New Jersey,3586,2741,46,232,413
34029731102,Census Tract 7311.02; Ocean County; New Jersey,New Jersey,7057,5113,421,309,1044
34029731103,Census Tract 7311.03; Ocean County; New Jersey,New Jersey,4702,3801,33,183,370
34029731201,Census Tract 7312.01; Ocean County; New Jersey,New Jersey,4249,3784,213,79,173
34029731202,Census Tract 7312.02; Ocean County; New Jersey,New Jersey,4348,3910,90,66,249
34029731203,Census Tract 7312.03; Ocean County; New Jersey,New Jersey,2244,2024,69,8,73
34029731204,Census Tract 7312.04; Ocean County; New Jersey,New Jersey,3967,3416,59,164,263
34029731205,Census Tract 7312.05; Ocean County; New Jersey,New Jersey,3444,2456,302,40,425
34029731206,Census Tract 7312.06; Ocean County; New Jersey,New Jersey,2339,2145,13,30,125
34029732001,Census Tract 7320.01; Ocean County; New Jersey,New Jersey,6859,6387,127,0,249
34029732003,Census Tract 7320.03; Ocean County; New Jersey,New Jersey,4788,3014,68,48,1450
34029732004,Census Tract 7320.04; Ocean County; New Jersey,New Jersey,4324,3806,34,0,436
34029732101,Census Tract 7321.01; Ocean County; New Jersey,New Jersey,5971,5260,104,0,601
34029732103,Census Tract 7321.03; Ocean County; New Jersey,New Jersey,3276,2561,4,26,583
34029732104,Census Tract 7321.04; Ocean County; New Jersey,New Jersey,3661,3370,1,58,196
34029733001,Census Tract 7330.01; Ocean County; New Jersey,New Jersey,5012,4362,26,0,448
34029733002,Census Tract 7330.02; Ocean County; New Jersey,New Jersey,3826,3636,25,0,61
34029734002,Census Tract 7340.02; Ocean County; New Jersey,New Jersey,6717,5979,43,10,542
34029734003,Census Tract 7340.03; Ocean County; New Jersey,New Jersey,7615,6064,420,140,475
34029734004,Census Tract 7340.04; Ocean County; New Jersey,New Jersey,5491,5170,53,111,146
34029734005,Census Tract 7340.05; Ocean County; New Jersey,New Jersey,4472,3826,45,63,232
34029735001,Census Tract 7350.01; Ocean County; New Jersey,New Jersey,6384,6005,1,17,293
34029735003,Census Tract 7350.03; Ocean County; New Jersey,New Jersey,3282,2964,27,0,101
34029735004,Census Tract 7350.04; Ocean County; New Jersey,New Jersey,7865,6912,79,31,725
34029735101,Census Tract 7351.01; Ocean County; New Jersey,New Jersey,2446,2287,0,0,68
34029735104,Census Tract 7351.04; Ocean County; New Jersey,New Jersey,3734,3174,0,52,301
34029735105,Census Tract 7351.05; Ocean County; New Jersey,New Jersey,2735,2422,0,0,246
34029735106,Census Tract 7351.06; Ocean County; New Jersey,New Jersey,2471,2315,0,31,125
34029736001,Census Tract 7360.01; Ocean County; New Jersey,New Jersey,3608,3370,16,73,83
34029736002,Census Tract 7360.02; Ocean County; New Jersey,New Jersey,1653,1524,0,20,53
34029736101,Census Tract 7361.01; Ocean County; New Jersey,New Jersey,5629,5020,199,185,108
34029736105,Census Tract 7361.05; Ocean County; New Jersey,New Jersey,3245,2932,12,2,225
34029736106,Census Tract 7361.06; Ocean County; New Jersey,New Jersey,2876,2612,0,8,159
34029736107,Census Tract 7361.07; Ocean County; New Jersey,New Jersey,5543,4555,337,25,296
34029737000,Census Tract 7370; Ocean County; New Jersey,New Jersey,3582,3190,14,52,233
34029738001,Census Tract 7380.01; Ocean County; New Jersey,New Jersey,2250,2021,0,73,38
34029738002,Census Tract 7380.02; Ocean County; New Jersey,New Jersey,1247,1096,1,9,132
34029738100,Census Tract 7381; Ocean County; New Jersey,New Jersey,1613,1459,1,90,32
34029739000,Census Tract 7390; Ocean County; New Jersey,New Jersey,2320,2284,0,10,26
34029739100,Census Tract 7391; Ocean County; New Jersey,New Jersey,1779,1659,4,7,60
34029739200,Census Tract 7392; Ocean County; New Jersey,New Jersey,2507,2244,2,165,61
34029980000,Census Tract 9800; Ocean County; New Jersey,New Jersey,0,0,0,0,0
34029980100,Census Tract 9801; Ocean County; New Jersey,New Jersey,0,0,0,0,0
34029990000,Census Tract 9900; Ocean County; New Jersey,New Jersey,0,0,0,0,0
34031116500,Census Tract 1165; Passaic County; New Jersey,New Jersey,7726,5618,254,262,1592
34031124201,Census Tract 1242.01; Passaic County; New Jersey,New Jersey,4108,1950,230,505,1359
34031124202,Census Tract 1242.02; Passaic County; New Jersey,New Jersey,4375,2422,51,457,1028
34031124311,Census Tract 1243.11; Passaic County; New Jersey,New Jersey,5245,2538,238,743,1450
34031124312,Census Tract 1243.12; Passaic County; New Jersey,New Jersey,4644,2787,122,713,953
34031124321,Census Tract 1243.21; Passaic County; New Jersey,New Jersey,6621,4941,79,612,841
34031124322,Census Tract 1243.22; Passaic County; New Jersey,New Jersey,5009,2826,95,722,1145
34031124323,Census Tract 1243.23; Passaic County; New Jersey,New Jersey,2936,1416,300,767,388
34031124402,Census Tract 1244.02; Passaic County; New Jersey,New Jersey,4748,2720,42,696,1279
34031124403,Census Tract 1244.03; Passaic County; New Jersey,New Jersey,3439,2726,1,51,650
34031124404,Census Tract 1244.04; Passaic County; New Jersey,New Jersey,5397,2377,379,520,2102
34031124500,Census Tract 1245; Passaic County; New Jersey,New Jersey,7313,2518,184,466,3654
34031124601,Census Tract 1246.01; Passaic County; New Jersey,New Jersey,4350,1950,333,179,1871
34031124602,Census Tract 1246.02; Passaic County; New Jersey,New Jersey,5584,2333,296,580,2129
34031124700,Census Tract 1247; Passaic County; New Jersey,New Jersey,6356,3340,267,65,2622
34031124800,Census Tract 1248; Passaic County; New Jersey,New Jersey,4487,1101,197,136,2955
34031124900,Census Tract 1249; Passaic County; New Jersey,New Jersey,4487,1006,313,229,2873
34031125000,Census Tract 1250; Passaic County; New Jersey,New Jersey,6741,1844,92,100,4641
34031125100,Census Tract 1251; Passaic County; New Jersey,New Jersey,3611,794,166,49,2539
34031133701,Census Tract 1337.01; Passaic County; New Jersey,New Jersey,5376,1029,570,82,3570
34031133702,Census Tract 1337.02; Passaic County; New Jersey,New Jersey,3569,1066,712,276,1304
34031143201,Census Tract 1432.01; Passaic County; New Jersey,New Jersey,2283,1646,102,72,459
34031143202,Census Tract 1432.02; Passaic County; New Jersey,New Jersey,4810,4514,0,0,242
34031143301,Census Tract 1433.01; Passaic County; New Jersey,New Jersey,2004,1416,101,0,487
34031143302,Census Tract 1433.02; Passaic County; New Jersey,New Jersey,3978,2620,173,0,1112
34031143401,Census Tract 1434.01; Passaic County; New Jersey,New Jersey,3451,1551,468,51,1221
34031143402,Census Tract 1434.02; Passaic County; New Jersey,New Jersey,2930,1821,18,0,997
34031154003,Census Tract 1540.03; Passaic County; New Jersey,New Jersey,4136,3397,40,251,268
34031154004,Census Tract 1540.04; Passaic County; New Jersey,New Jersey,2504,1770,223,89,404
34031154005,Census Tract 1540.05; Passaic County; New Jersey,New Jersey,2561,1798,0,91,551
34031154006,Census Tract 1540.06; Passaic County; New Jersey,New Jersey,5028,3311,110,314,1176
34031163501,Census Tract 1635.01; Passaic County; New Jersey,New Jersey,4268,3239,3,329,682
34031163502,Census Tract 1635.02; Passaic County; New Jersey,New Jersey,4533,2587,340,90,1379
34031175200,Census Tract 1752; Passaic County; New Jersey,New Jersey,5719,23,163,0,5428
34031175301,Census Tract 1753.01; Passaic County; New Jersey,New Jersey,3822,45,0,21,3742
34031175302,Census Tract 1753.02; Passaic County; New Jersey,New Jersey,4293,112,181,10,3990
34031175401,Census Tract 1754.01; Passaic County; New Jersey,New Jersey,5336,67,519,0,4728
34031175402,Census Tract 1754.02; Passaic County; New Jersey,New Jersey,3717,85,386,0,3228
34031175501,Census Tract 1755.01; Passaic County; New Jersey,New Jersey,4254,113,167,23,3926
34031175502,Census Tract 1755.02; Passaic County; New Jersey,New Jersey,3411,81,335,0,2973
34031175601,Census Tract 1756.01; Passaic County; New Jersey,New Jersey,2407,2277,0,32,72
34031175603,Census Tract 1756.03; Passaic County; New Jersey,New Jersey,3436,82,637,404,2313
34031175604,Census Tract 1756.04; Passaic County; New Jersey,New Jersey,3795,981,725,370,1700
34031175701,Census Tract 1757.01; Passaic County; New Jersey,New Jersey,5581,2279,299,482,2442
34031175703,Census Tract 1757.03; Passaic County; New Jersey,New Jersey,4508,1380,308,311,2231
34031175704,Census Tract 1757.04; Passaic County; New Jersey,New Jersey,4497,2339,92,267,1723
34031175801,Census Tract 1758.01; Passaic County; New Jersey,New Jersey,3426,211,99,716,2400
34031175803,Census Tract 1758.03; Passaic County; New Jersey,New Jersey,2688,0,319,18,2351
34031175804,Census Tract 1758.04; Passaic County; New Jersey,New Jersey,4378,10,139,0,4229
34031175900,Census Tract 1759; Passaic County; New Jersey,New Jersey,4780,111,135,14,4409
34031180101,Census Tract 1801.01; Passaic County; New Jersey,New Jersey,4398,337,575,1021,2465
34031180102,Census Tract 1801.02; Passaic County; New Jersey,New Jersey,3693,437,318,415,2451
34031180201,Census Tract 1802.01; Passaic County; New Jersey,New Jersey,4315,704,1194,363,2016
34031180203,Census Tract 1802.03; Passaic County; New Jersey,New Jersey,3892,500,74,1744,1552
34031180204,Census Tract 1802.04; Passaic County; New Jersey,New Jersey,4124,170,286,1486,1989
34031180301,Census Tract 1803.01; Passaic County; New Jersey,New Jersey,3784,2,778,512,2461
34031180302,Census Tract 1803.02; Passaic County; New Jersey,New Jersey,2944,199,409,0,2336
34031180600,Census Tract 1806; Passaic County; New Jersey,New Jersey,4857,324,1047,126,3226
34031180700,Census Tract 1807; Passaic County; New Jersey,New Jersey,2770,38,1803,0,929
34031180800,Census Tract 1808; Passaic County; New Jersey,New Jersey,3194,5,1529,0,1660
34031180900,Census Tract 1809; Passaic County; New Jersey,New Jersey,3928,43,878,0,2966
34031181000,Census Tract 1810; Passaic County; New Jersey,New Jersey,5947,373,492,64,5018
34031181101,Census Tract 1811.01; Passaic County; New Jersey,New Jersey,2256,58,427,0,1762
34031181102,Census Tract 1811.02; Passaic County; New Jersey,New Jersey,4324,4,1323,29,2932
34031181200,Census Tract 1812; Passaic County; New Jersey,New Jersey,5006,16,2149,87,2696
34031181300,Census Tract 1813; Passaic County; New Jersey,New Jersey,5504,37,2140,34,3253
34031181400,Census Tract 1814; Passaic County; New Jersey,New Jersey,3697,62,1707,0,1888
34031181500,Census Tract 1815; Passaic County; New Jersey,New Jersey,3423,39,1432,0,1930
34031181702,Census Tract 1817.02; Passaic County; New Jersey,New Jersey,3557,23,1015,94,2425
34031181800,Census Tract 1818; Passaic County; New Jersey,New Jersey,3305,412,794,77,1968
34031181900,Census Tract 1819; Passaic County; New Jersey,New Jersey,5560,1170,683,518,3142
34031182000,Census Tract 1820; Passaic County; New Jersey,New Jersey,1611,65,33,100,1413
34031182100,Census Tract 1821; Passaic County; New Jersey,New Jersey,3898,163,541,16,3167
34031182200,Census Tract 1822; Passaic County; New Jersey,New Jersey,3136,347,675,4,2110
34031182301,Census Tract 1823.01; Passaic County; New Jersey,New Jersey,1814,54,135,0,1618
34031182302,Census Tract 1823.02; Passaic County; New Jersey,New Jersey,6485,155,1348,0,4834
34031182400,Census Tract 1824; Passaic County; New Jersey,New Jersey,5491,135,1698,49,3523
34031182501,Census Tract 1825.01; Passaic County; New Jersey,New Jersey,4152,152,1767,69,2067
34031182502,Census Tract 1825.02; Passaic County; New Jersey,New Jersey,3372,382,833,244,1913
34031182600,Census Tract 1826; Passaic County; New Jersey,New Jersey,6052,143,2849,22,2947
34031182701,Census Tract 1827.01; Passaic County; New Jersey,New Jersey,3720,60,205,0,3450
34031182702,Census Tract 1827.02; Passaic County; New Jersey,New Jersey,3155,50,696,32,2377
34031182800,Census Tract 1828; Passaic County; New Jersey,New Jersey,3877,140,268,0,3460
34031182900,Census Tract 1829; Passaic County; New Jersey,New Jersey,2231,130,446,0,1655
34031183001,Census Tract 1830.01; Passaic County; New Jersey,New Jersey,3464,1550,82,0,1832
34031183002,Census Tract 1830.02; Passaic County; New Jersey,New Jersey,3547,1925,0,0,1447
34031183101,Census Tract 1831.01; Passaic County; New Jersey,New Jersey,3903,656,438,19,2662
34031183102,Census Tract 1831.02; Passaic County; New Jersey,New Jersey,5313,705,692,101,3800
34031183200,Census Tract 1832; Passaic County; New Jersey,New Jersey,3237,191,1364,60,1611
34031196401,Census Tract 1964.01; Passaic County; New Jersey,New Jersey,4267,3206,37,92,775
34031196403,Census Tract 1964.03; Passaic County; New Jersey,New Jersey,3480,2374,22,335,681
34031196404,Census Tract 1964.04; Passaic County; New Jersey,New Jersey,3305,2676,0,226,403
34031203600,Census Tract 2036; Passaic County; New Jersey,New Jersey,6299,1430,1005,197,3527
34031216701,Census Tract 2167.01; Passaic County; New Jersey,New Jersey,5952,5104,47,62,555
34031216702,Census Tract 2167.02; Passaic County; New Jersey,New Jersey,5740,4373,94,162,805
34031223801,Census Tract 2238.01; Passaic County; New Jersey,New Jersey,3077,1915,125,44,993
34031223802,Census Tract 2238.02; Passaic County; New Jersey,New Jersey,7760,5368,314,227,1577
34031223900,Census Tract 2239; Passaic County; New Jersey,New Jersey,138,129,9,0,0
34031236601,Census Tract 2366.01; Passaic County; New Jersey,New Jersey,4215,2502,59,328,1006
34031236603,Census Tract 2366.03; Passaic County; New Jersey,New Jersey,2890,2186,0,65,639
34031236604,Census Tract 2366.04; Passaic County; New Jersey,New Jersey,4112,3635,53,128,283
34031246001,Census Tract 2460.01; Passaic County; New Jersey,New Jersey,5541,3052,606,875,656
34031246002,Census Tract 2460.02; Passaic County; New Jersey,New Jersey,2949,2370,6,144,323
34031246003,Census Tract 2460.03; Passaic County; New Jersey,New Jersey,6227,4659,20,570,594
34031246101,Census Tract 2461.01; Passaic County; New Jersey,New Jersey,6567,5035,138,786,537
34031246102,Census Tract 2461.02; Passaic County; New Jersey,New Jersey,3416,1706,293,811,606
34031246103,Census Tract 2461.03; Passaic County; New Jersey,New Jersey,6584,5225,3,494,793
34031246104,Census Tract 2461.04; Passaic County; New Jersey,New Jersey,2827,2229,31,310,234
34031246201,Census Tract 2462.01; Passaic County; New Jersey,New Jersey,6569,5402,77,542,548
34031246202,Census Tract 2462.02; Passaic County; New Jersey,New Jersey,5121,4120,135,193,301
34031246203,Census Tract 2462.03; Passaic County; New Jersey,New Jersey,3694,2817,10,302,451
34031246300,Census Tract 2463; Passaic County; New Jersey,New Jersey,4648,2995,68,343,1213
34031256801,Census Tract 2568.01; Passaic County; New Jersey,New Jersey,4494,3966,28,61,243
34031256802,Census Tract 2568.02; Passaic County; New Jersey,New Jersey,4839,4109,7,61,514
34031256803,Census Tract 2568.03; Passaic County; New Jersey,New Jersey,4670,3891,240,73,274
34031256804,Census Tract 2568.04; Passaic County; New Jersey,New Jersey,5514,5003,2,128,246
34031256805,Census Tract 2568.05; Passaic County; New Jersey,New Jersey,5280,4510,14,56,669
34031264101,Census Tract 2641.01; Passaic County; New Jersey,New Jersey,6047,2760,211,424,2527
34031264102,Census Tract 2641.02; Passaic County; New Jersey,New Jersey,7244,4951,497,452,1177
34031264200,Census Tract 2642; Passaic County; New Jersey,New Jersey,4928,212,1996,0,2586
34033020100,Census Tract 201; Salem County; New Jersey,New Jersey,1774,1533,60,0,145
34033020200,Census Tract 202; Salem County; New Jersey,New Jersey,2041,541,931,18,539
34033020300,Census Tract 203; Salem County; New Jersey,New Jersey,2800,874,655,0,1027
34033020400,Census Tract 204; Salem County; New Jersey,New Jersey,2756,1187,491,153,869
34033020500,Census Tract 205; Salem County; New Jersey,New Jersey,3070,1900,638,0,433
34033020600,Census Tract 206; Salem County; New Jersey,New Jersey,2780,2176,230,0,288
34033020700,Census Tract 207; Salem County; New Jersey,New Jersey,4165,3386,208,32,432
34033020800,Census Tract 208; Salem County; New Jersey,New Jersey,3680,3164,75,6,405
34033020900,Census Tract 209; Salem County; New Jersey,New Jersey,3428,2990,39,44,168
34033021000,Census Tract 210; Salem County; New Jersey,New Jersey,1268,1148,45,36,17
34033021101,Census Tract 211.01; Salem County; New Jersey,New Jersey,4729,4313,32,13,191
34033021102,Census Tract 211.02; Salem County; New Jersey,New Jersey,4070,2447,904,86,574
34033021201,Census Tract 212.01; Salem County; New Jersey,New Jersey,3293,2796,242,36,63
34033021202,Census Tract 212.02; Salem County; New Jersey,New Jersey,2588,2039,394,35,89
34033021300,Census Tract 213; Salem County; New Jersey,New Jersey,1868,1343,408,0,88
34033021400,Census Tract 214; Salem County; New Jersey,New Jersey,3586,3026,9,7,298
34033021500,Census Tract 215; Salem County; New Jersey,New Jersey,1773,1580,5,44,72
34033021600,Census Tract 216; Salem County; New Jersey,New Jersey,5091,4634,38,26,211
34033021700,Census Tract 217; Salem County; New Jersey,New Jersey,2256,1863,165,14,142
34033021900,Census Tract 219; Salem County; New Jersey,New Jersey,1638,603,1001,0,24
34033022000,Census Tract 220; Salem County; New Jersey,New Jersey,1979,353,1392,0,182
34033022100,Census Tract 221; Salem County; New Jersey,New Jersey,1668,588,709,9,336
34033022201,Census Tract 222.01; Salem County; New Jersey,New Jersey,1668,1568,41,22,37
34033022202,Census Tract 222.02; Salem County; New Jersey,New Jersey,871,685,98,2,68
34033990000,Census Tract 9900; Salem County; New Jersey,New Jersey,0,0,0,0,0
34035050100,Census Tract 501; Somerset County; New Jersey,New Jersey,2829,1701,146,137,733
34035050200,Census Tract 502; Somerset County; New Jersey,New Jersey,3444,999,831,649,675
34035050300,Census Tract 503; Somerset County; New Jersey,New Jersey,3352,2273,32,536,447
34035050400,Census Tract 504; Somerset County; New Jersey,New Jersey,2842,1305,352,112,963
34035050500,Census Tract 505; Somerset County; New Jersey,New Jersey,3519,1600,82,615,1169
34035050600,Census Tract 506; Somerset County; New Jersey,New Jersey,4782,2866,205,771,573
34035050701,Census Tract 507.01; Somerset County; New Jersey,New Jersey,4562,3053,6,927,457
34035050703,Census Tract 507.03; Somerset County; New Jersey,New Jersey,4408,1746,35,2269,267
34035050704,Census Tract 507.04; Somerset County; New Jersey,New Jersey,6799,2993,129,3210,287
34035050801,Census Tract 508.01; Somerset County; New Jersey,New Jersey,4019,2925,128,332,341
34035050802,Census Tract 508.02; Somerset County; New Jersey,New Jersey,4825,2913,378,1340,154
34035050901,Census Tract 509.01; Somerset County; New Jersey,New Jersey,5197,4056,25,678,384
34035050902,Census Tract 509.02; Somerset County; New Jersey,New Jersey,3963,2852,220,388,358
34035050903,Census Tract 509.03; Somerset County; New Jersey,New Jersey,5237,3524,1,1167,222
34035051000,Census Tract 510; Somerset County; New Jersey,New Jersey,7069,3615,301,1163,1805
34035051100,Census Tract 511; Somerset County; New Jersey,New Jersey,4059,1109,214,126,2321
34035051200,Census Tract 512; Somerset County; New Jersey,New Jersey,5516,1407,171,307,3520
34035051300,Census Tract 513; Somerset County; New Jersey,New Jersey,2331,1667,181,98,305
34035051400,Census Tract 514; Somerset County; New Jersey,New Jersey,4402,3292,0,201,786
34035051500,Census Tract 515; Somerset County; New Jersey,New Jersey,3411,1618,992,0,585
34035051600,Census Tract 516; Somerset County; New Jersey,New Jersey,3079,2249,72,220,486
34035051700,Census Tract 517; Somerset County; New Jersey,New Jersey,5112,897,280,129,3584
34035051800,Census Tract 518; Somerset County; New Jersey,New Jersey,5043,881,1167,198,2451
34035051900,Census Tract 519; Somerset County; New Jersey,New Jersey,4237,1507,1646,208,812
34035052001,Census Tract 520.01; Somerset County; New Jersey,New Jersey,3869,1065,1065,10,1673
34035052002,Census Tract 520.02; Somerset County; New Jersey,New Jersey,4434,793,659,512,2425
34035052100,Census Tract 521; Somerset County; New Jersey,New Jersey,6956,3890,0,1687,1263
34035052201,Census Tract 522.01; Somerset County; New Jersey,New Jersey,5621,3501,419,954,414
34035052203,Census Tract 522.03; Somerset County; New Jersey,New Jersey,4937,3396,24,926,405
34035052204,Census Tract 522.04; Somerset County; New Jersey,New Jersey,5316,4108,61,770,281
34035052300,Census Tract 523; Somerset County; New Jersey,New Jersey,6417,4780,16,887,467
34035052400,Census Tract 524; Somerset County; New Jersey,New Jersey,5765,4805,23,381,356
34035052603,Census Tract 526.03; Somerset County; New Jersey,New Jersey,4571,3286,13,1101,0
34035052604,Census Tract 526.04; Somerset County; New Jersey,New Jersey,3962,2885,11,597,443
34035052605,Census Tract 526.05; Somerset County; New Jersey,New Jersey,5293,1973,60,2774,223
34035052701,Census Tract 527.01; Somerset County; New Jersey,New Jersey,4559,3569,56,151,715
34035052702,Census Tract 527.02; Somerset County; New Jersey,New Jersey,3329,3167,7,57,31
34035052800,Census Tract 528; Somerset County; New Jersey,New Jersey,2561,2026,109,109,258
34035052901,Census Tract 529.01; Somerset County; New Jersey,New Jersey,1047,880,10,28,113
